,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3
0.0,6.283185307179586,6.283185307179586,6.283185307179586,6.283185307179586,6.283185307179586,6.283185307179586,6.283185307179587,6.283185307179586,6.283185307179586,6.283185307179586,6.283185307179586,6.283185307179586,6.283185307179587
0.01,6.283655036150666,6.283650794977251,6.283644982922059,6.283639484811104,6.283636939351324,6.283640739081131,6.2836550303067895,6.283684713024698,6.283735440829549,6.28381362080834,6.283926413420305,6.284081732362724,6.284288244422621
0.02,6.285064576625286,6.285047611651364,6.2850243621249815,6.285002365795727,6.284992174721791,6.285007354478944,6.285064483143759,6.285183150051266,6.285385954327343,6.2856985031960795,6.286149410062416,6.286770292370549,6.287595769238384
0.03,6.287414990189087,6.28737681794468,6.287324501612564,6.287274995303811,6.287252030771252,6.287286113408968,6.287414517111732,6.287681277996779,6.2881371869905704,6.288839781283891,6.28985333465897,6.291248846692904,6.293104030842129
0.04,6.290708049160726,6.290640184764068,6.2905471657550756,6.290459118290595,6.290418206352686,6.290478619122953,6.290706554766519,6.29118020063826,6.291989709926783,6.293237174754394,6.29503659575395,6.2975138481463135,6.30080664434474
0.05,6.294946241120959,6.2948401976991235,6.2946948309788855,6.294557184018234,6.294493086285221,6.2945871228900545,6.294942595090784,6.295681472120747,6.2969443343964855,6.298890308175042,6.301696991739998,6.305560373205473,6.310694740037337
0.06,6.300132775283929,6.299980063378725,6.299770692110913,6.2995723524167095,6.299479747814437,6.2996145307467355,6.300125220926654,6.301187105830709,6.303002123512848,6.305798727943739,6.309831737109488,6.315382164133018,6.322757031709628
0.07,6.306271590741412,6.306063717696344,6.305778670588201,6.305508502314198,6.305381968969226,6.305564412223009,6.306257608572534,6.307699585828425,6.310164407270559,6.313961923983166,6.3194374959525454,6.326971682580935,6.336979903338022
0.08,6.313367366620181,6.313095835944108,6.312723424572503,6.3123702415763105,6.312204238853919,6.3124410110815115,6.313343539575126,6.315221880858067,6.318432800895105,6.3233793561173846,6.330510422518729,6.3403201742540025,6.353347513312546
0.09,6.321425534202065,6.321081844905258,6.320610361019358,6.320162919203373,6.319951769923658,6.320249258114681,6.3213874147556215,6.3237574609593965,6.327809226503634,6.334050485052751,6.343046208625502,6.35541774415026,6.3718419152206955
0.1,6.330452291066348,6.33002793696449,6.329445649760957,6.328892639444504,6.32863051230061,6.32899478605454,6.330394270516987,6.3333103167108895,6.338295938069278,6.34597480787575,6.357040137667052,6.372253441827749,6.392443194074187
0.11,6.340454617324632,6.339941086306278,6.339236239672697,6.338566277997877,6.33824717019892,6.338683946659412,6.340369797488235,6.3438849811407,6.349895549682996,6.359151897973098,6.372487144953066,6.390815356089109,6.415129616753664
